term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome,variable
log(low.age + 1),-0.022102168969599434,0.04151542608087397,-0.5323844906840987,0.5952076087908842,-0.004527111520039342,0.29052863177932775,0.10161017124210527,0.5078036142851692,AVES,low,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),0.9162110248436877,0.1310721614993094,6.9901267695849745,7.278755376205481e-11,-0.0032836703284544917,0.2909192703614212,0.10230304079607733,0.5080565364010406,AVES,int,Temperate_broadleaf_&_mixed_forests,marginality
log(int.age + 1),-0.03354424744577522,0.04843687334924059,-0.6925353584223689,0.48961778159160385,-0.0032836703284544917,0.2909192703614212,0.10230304079607733,0.5080565364010406,AVES,int,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),0.928133241026096,0.1346695584730203,6.891930526467406,1.2398593263185376e-10,-0.0024346639602170713,0.2907074409833455,0.10239462944548311,0.5077920697177439,AVES,high,Temperate_broadleaf_&_mixed_forests,marginality
log(high.age + 1),-0.044930919385713086,0.05734845677172191,-0.783472161501444,0.43452274469610286,-0.0024346639602170713,0.2907074409833455,0.10239462944548311,0.5077920697177439,AVES,high,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.1571548073936524,0.08663805362826964,13.356195793115988,0,0.01155381555336745,0.21736764486315768,0.1045103762975044,0.36032954667255296,AVES,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(low.age + 1),-0.0688544441441721,0.018403425936341842,-3.7413927375447527,1.9235613967216736e-4,0.01155381555336745,0.21736764486315768,0.1045103762975044,0.36032954667255296,AVES,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.1590059025231783,0.08738156547433693,13.26373470458785,0,0.011532593120836144,0.22029353465204043,0.10702636664760998,0.3631366547594311,AVES,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(int.age + 1),-0.07818818482368536,0.020916202885101015,-3.7381634349789277,1.9481189763137507e-4,0.011532593120836144,0.22029353465204043,0.10702636664760998,0.3631366547594311,AVES,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.162889717450347,0.08835040728255544,13.16224512391078,0,0.011499248413826189,0.22308203251932635,0.10947621245250544,0.3657401865643016,AVES,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(high.age + 1),-0.09036043341471374,0.02420530286175524,-3.7330841894767053,1.9873423798166812e-4,0.011499248413826189,0.22308203251932635,0.10947621245250544,0.3657401865643016,AVES,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.2893398447897635,0.04067876295526467,31.695650288276436,0,0.0011725718571578652,1e-6,NA,0.18144934468393614,AVES,low,Temperate_grasslands_savannas_and_ shrublands,marginality
log(low.age + 1),-0.02694069408703248,0.02270942637656839,-1.186322086709769,0.2363090920595048,0.0011725718571578652,1e-6,NA,0.18144934468393614,AVES,low,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.2878180906306111,0.04430561407713102,29.06670221043922,0,1.7453159654736463e-4,1e-6,NA,0.18062670788677396,AVES,int,Temperate_grasslands_savannas_and_ shrublands,marginality
log(int.age + 1),-0.027722250705967788,0.026918954974145558,-1.0298412673372261,0.3038038776724068,1.7453159654736463e-4,1e-6,NA,0.18062670788677396,AVES,int,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.286563603959225,0.04804779589357098,26.776745530826176,0,-5.130005572461382e-4,1e-6,NA,0.17899725957761792,AVES,high,Temperate_grasslands_savannas_and_ shrublands,marginality
log(high.age + 1),-0.029042079859480374,0.032031011470837104,-0.9066863182238867,0.3652036923960247,-5.130005572461382e-4,1e-6,NA,0.17899725957761792,AVES,high,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.0463021349479036,0.09038175212255685,11.576475454128476,0,0.0025244152978474675,0.0940047979632702,0.027818531905365894,0.20150447708515784,AVES,low,Flooded_grasslands_and_savannas,marginality
log(low.age + 1),-0.04860882639675562,0.028947940866715066,-1.6791807963324619,0.09355188522164326,0.0025244152978474675,0.0940047979632702,0.027818531905365894,0.20150447708515784,AVES,low,Flooded_grasslands_and_savannas,marginality
(Intercept),1.045363006974282,0.09278418653897307,11.266607446465976,0,0.0021307303210450616,0.09642269171560847,0.029658487810292795,0.20404294384689176,AVES,int,Flooded_grasslands_and_savannas,marginality
log(int.age + 1),-0.0531981046286899,0.03341060686078965,-1.5922519710685847,0.11176822815283605,0.0021307303210450616,0.09642269171560847,0.029658487810292795,0.20404294384689176,AVES,int,Flooded_grasslands_and_savannas,marginality
(Intercept),1.0448532758598499,0.09552252601840852,10.938291933972643,0,0.0017554326124847744,0.09862572132765701,0.0313577263899772,0.2063441749981654,AVES,high,Flooded_grasslands_and_savannas,marginality
log(high.age + 1),-0.05903248286091639,0.03922986547897699,-1.5047842285503497,0.1328193121397223,0.0017554326124847744,0.09862572132765701,0.0313577263899772,0.2063441749981654,AVES,high,Flooded_grasslands_and_savannas,marginality
(Intercept),1.3886278172985447,0.16869257082992678,8.23170700681619,4.440892098500626e-16,0.0035646538136804773,0.6510804555556166,0.5478440911441594,0.736989143361554,AMPHIBIA,low,Tropical_&_subtropical_moist_broadleaf_forests,marginality
log(low.age + 1),-0.026337766050624118,0.011079765872614718,-2.377104927435498,0.01759325636072573,0.0035646538136804773,0.6510804555556166,0.5478440911441594,0.736989143361554,AMPHIBIA,low,Tropical_&_subtropical_moist_broadleaf_forests,marginality
(Intercept),1.389306629360205,0.16896973606590754,8.222221693110171,4.440892098500626e-16,0.003427664883260695,0.6515945951363944,0.5484508191763607,0.7373935903987334,AMPHIBIA,int,Tropical_&_subtropical_moist_broadleaf_forests,marginality
log(int.age + 1),-0.02863206967448175,0.012240745193810857,-2.3390789711854016,0.019482275189645737,0.003427664883260695,0.6515945951363944,0.5484508191763607,0.7373935903987334,AMPHIBIA,int,Tropical_&_subtropical_moist_broadleaf_forests,marginality
(Intercept),1.3911549926321285,0.16938807531455893,8.212827201966315,4.440892098500626e-16,0.0032759539207079373,0.6522255235814526,0.5491987162123618,0.7378876894381547,AMPHIBIA,high,Tropical_&_subtropical_moist_broadleaf_forests,marginality
log(high.age + 1),-0.03195033969047584,0.013914173329897608,-2.296244191656261,0.021820508681775097,0.0032759539207079373,0.6522255235814526,0.5491987162123618,0.7378876894381547,AMPHIBIA,high,Tropical_&_subtropical_moist_broadleaf_forests,marginality
(Intercept),2.1820857381585173,0.34905877465934343,6.25134188443788,4.7540307246407565e-9,0.007185722577736568,0.7775125561548926,0.490935481899449,0.9212203508817997,AMPHIBIA,low,Montane_grasslands_and_shrublands,marginality
log(low.age + 1),-0.0654787884247949,0.046230686572985645,-1.4163490373741638,0.15892662114552847,0.007185722577736568,0.7775125561548926,0.490935481899449,0.9212203508817997,AMPHIBIA,low,Montane_grasslands_and_shrublands,marginality
(Intercept),2.1926675593098164,0.3495266453797599,6.273248658703796,4.261399233485008e-9,0.008547644335049063,0.777294466565756,0.4919053248865648,0.9208363964502474,AMPHIBIA,int,Montane_grasslands_and_shrublands,marginality
log(int.age + 1),-0.07340607482098883,0.0495087573390704,-1.482688695219171,0.1404372297486982,0.008547644335049063,0.777294466565756,0.4919053248865648,0.9208363964502474,AMPHIBIA,int,Montane_grasslands_and_shrublands,marginality
(Intercept),2.2062649745062255,0.3499719527724517,6.3041193930781,3.6513889689615553e-9,0.01008148162298568,0.7762957364191484,0.4921298920705888,0.9200895030435321,AMPHIBIA,high,Montane_grasslands_and_shrublands,marginality
log(high.age + 1),-0.08500076671916745,0.05469033437764312,-1.5542191812583788,0.12242253703900907,0.01008148162298568,0.7762957364191484,0.4921298920705888,0.9200895030435321,AMPHIBIA,high,Montane_grasslands_and_shrublands,marginality
(Intercept),1.8075798493084763,0.38957002041698535,4.639935710077719,0.001219374338014667,0.41307445167877543,1,0.321466880220953,NA,AMPHIBIA,low,Mediterranean_forests_woodlands_and_scrub,marginality
log(low.age + 1),-0.31707485748830955,0.11183803572484544,-2.835125415367695,0.0195581173725774,0.41307445167877543,1,0.321466880220953,NA,AMPHIBIA,low,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),1.8597829045849033,0.37670248841543386,4.937007218635369,8.05544449290263e-4,0.4615167217737995,1,0.49096857503496916,NA,AMPHIBIA,int,Mediterranean_forests_woodlands_and_scrub,marginality
log(int.age + 1),-0.36225265786543537,0.11709550123521856,-3.093651370412183,0.012853482722343657,0.4615167217737995,1,0.49096857503496916,NA,AMPHIBIA,int,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),1.943322684589686,0.362090559141331,5.36695209396821,4.521675654531876e-4,0.5242608533539763,1,0.6412404917712686,NA,AMPHIBIA,high,Mediterranean_forests_woodlands_and_scrub,marginality
log(high.age + 1),-0.43438188810445766,0.12529128824543595,-3.4669759900108708,0.007082453298578262,0.5242608533539763,1,0.6412404917712686,NA,AMPHIBIA,high,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),1.1579762931508688,0.23468337469306214,4.934206756935227,1.84736272235142e-6,0.0018069968733705117,0.7330053873572547,0.5134718300131547,0.8684024662217704,AMPHIBIA,low,Deserts_and_xeric_shrublands,marginality
log(low.age + 1),0.03628565233970954,0.03155598989404879,1.1498816060450292,0.2517439142302085,0.0018069968733705117,0.7330053873572547,0.5134718300131547,0.8684024662217704,AMPHIBIA,low,Deserts_and_xeric_shrublands,marginality
(Intercept),1.1520640975922156,0.23590046932975695,4.883687179027126,2.3172608756283353e-6,0.0019552925929953763,0.7325350056347285,0.5127580939079015,0.8681726644590827,AMPHIBIA,int,Deserts_and_xeric_shrublands,marginality
log(int.age + 1),0.04073585046803321,0.03507641944838116,1.1613457447668092,0.2470650822773317,0.0019552925929953763,0.7325350056347285,0.5127580939079015,0.8681726644590827,AMPHIBIA,int,Deserts_and_xeric_shrublands,marginality
(Intercept),1.1498374983380635,0.2380675918941151,4.829878309725897,2.944643862523577e-6,0.0013055400956740362,0.7332425834617925,0.5138957042463609,0.8685566540266297,AMPHIBIA,high,Deserts_and_xeric_shrublands,marginality
log(high.age + 1),0.04467752844937593,0.040240393337668996,1.110265699305512,0.2683905899202286,0.0013055400956740362,0.7332425834617925,0.5138957042463609,0.8685566540266297,AMPHIBIA,high,Deserts_and_xeric_shrublands,marginality
(Intercept),1.4081088365877243,0.14811107485210293,9.507113752255181,0,6.21352116766165e-4,0.4333567926931177,0.09658951440592993,0.7045929992856051,AMPHIBIA,low,mangroves,marginality
log(low.age + 1),-0.02585629241263955,0.023613728941028235,-1.0949686293601397,0.2743564165002734,6.21352116766165e-4,0.4333567926931177,0.09658951440592993,0.7045929992856051,AMPHIBIA,low,mangroves,marginality
(Intercept),1.4095918927326427,0.1497247537221136,9.4145547592539,0,3.488764159877527e-4,0.43462955117438534,0.09667467217301516,0.7054023193851932,AMPHIBIA,int,mangroves,marginality
log(int.age + 1),-0.028031453900964037,0.026586173938216186,-1.054362089336606,0.29251508809005733,3.488764159877527e-4,0.43462955117438534,0.09667467217301516,0.7054023193851932,AMPHIBIA,int,mangroves,marginality
(Intercept),1.4139853345457232,0.15184995331555898,9.311727160082322,0,2.647266316853991e-4,0.43524780498610766,0.09636726861386269,0.705903615609215,AMPHIBIA,high,mangroves,marginality
log(high.age + 1),-0.03212964173807474,0.030849211326334124,-1.0415060987522746,0.29842941252758837,2.647266316853991e-4,0.43524780498610766,0.09636726861386269,0.705903615609215,AMPHIBIA,high,mangroves,marginality
(Intercept),1.3129178993799684,0.20251541920444927,6.483051535224156,2.5090285404871793e-10,0.0018474532133017046,0.6355829266416502,0.45788871945194604,0.7709013816256587,AMPHIBIA,low,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(low.age + 1),-0.02904124935079234,0.021738229450183142,-1.3359528390913948,0.1822829761456104,0.0018474532133017046,0.6355829266416502,0.45788871945194604,0.7709013816256587,AMPHIBIA,low,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.3167535288714525,0.20326802241419512,6.4779177424589225,2.587903225048649e-10,0.0019804388991714874,0.6364205022803072,0.45890704635473195,0.7714136304614879,AMPHIBIA,int,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(int.age + 1),-0.03277090945732147,0.024150030401508198,-1.3569717682539602,0.1755138341070055,0.0019804388991714874,0.6364205022803072,0.45890704635473195,0.7714136304614879,AMPHIBIA,int,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.3241275790068332,0.20422980660863657,6.483517763615401,2.5019852856189573e-10,0.002343848246926725,0.6369755331475152,0.45980044028702954,0.7716326217653563,AMPHIBIA,high,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(high.age + 1),-0.03897744051413688,0.027587941433208665,-1.4128433833493006,0.1584371345249891,0.002343848246926725,0.6369755331475152,0.45980044028702954,0.7716326217653563,AMPHIBIA,high,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.266181949900017,0.1918342829317917,6.600394520463367,4.3919712311435433e-10,-0.0030270361362250346,0.6406467631694659,0.1776318074117151,0.8522113409944093,AMPHIBIA,low,Tropical_&_subtropical_coniferous_forests,marginality
log(low.age + 1),-0.018607544212203828,0.027715647126304366,-0.6713732545159943,0.502838703475772,-0.0030270361362250346,0.6406467631694659,0.1776318074117151,0.8522113409944093,AMPHIBIA,low,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),1.264688090064099,0.1929511826398472,6.554445910936453,5.635294453298911e-10,-0.0033681231619854066,0.6413787354797187,0.17834322769251823,0.8525302790760232,AMPHIBIA,int,Tropical_&_subtropical_coniferous_forests,marginality
log(int.age + 1),-0.019227403119857982,0.030825684334122364,-0.6237461887772038,0.5335795666628371,-0.0033681231619854066,0.6413787354797187,0.17834322769251823,0.8525302790760232,AMPHIBIA,int,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),1.2652898776784816,0.19480560007504388,6.495141193020431,7.762417375545283e-10,-0.0035551379500900087,0.6427020955436593,0.17993503133738586,0.8529888899719827,AMPHIBIA,high,Tropical_&_subtropical_coniferous_forests,marginality
log(high.age + 1),-0.020928583106246332,0.03511304382583892,-0.5960344312515978,0.5518968580770196,-0.0035551379500900087,0.6427020955436593,0.17993503133738586,0.8529888899719827,AMPHIBIA,high,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),1.1095157507737365,0.11454915359573385,9.68593582707239,2.802920118227803e-10,-0.02590454371852129,1e-6,NA,0.9727828165698608,AMPHIBIA,low,Temperate_broadleaf_&_mixed_forests,marginality
log(low.age + 1),-0.029470888898896597,0.05444632963731798,-0.541283298529218,0.5927509459008335,-0.02590454371852129,1e-6,NA,0.9727828165698608,AMPHIBIA,low,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.1028708138920216,0.12239291474237973,9.010904072457242,1.2625831491419603e-9,-0.029611279594462983,1e-6,NA,0.9721875368522298,AMPHIBIA,int,Temperate_broadleaf_&_mixed_forests,marginality
log(int.age + 1),-0.027093010628186587,0.06139622253397204,-0.44128139338206607,0.6625230032881628,-0.029611279594462983,1e-6,NA,0.9721875368522298,AMPHIBIA,int,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.0950108068702065,0.13156024905289548,8.323264928070662,6.221738457767856e-9,-0.032575005777047056,1e-6,NA,0.9703541490968599,AMPHIBIA,high,Temperate_broadleaf_&_mixed_forests,marginality
log(high.age + 1),-0.024077576193641814,0.07048965479577224,-0.34157602648787433,0.7353142155733967,-0.032575005777047056,1e-6,NA,0.9703541490968599,AMPHIBIA,high,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.4142363952984058,0.13403821168094926,10.550994209507273,0,0.0018116762881341686,0.31117813554244617,0.08830138228954341,0.5436436879559573,AMPHIBIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(low.age + 1),-0.02934054503969348,0.022706286296912105,-1.2921771819499865,0.19710662847135607,0.0018116762881341686,0.31117813554244617,0.08830138228954341,0.5436436879559573,AMPHIBIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.4191754427570207,0.13471118346735791,10.534948964359023,0,0.0021486896076206466,0.31097289018706614,0.08769143081613691,0.5436854496546032,AMPHIBIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(int.age + 1),-0.03324962810693785,0.024820249097629907,-1.3396170189973182,0.1811965712251944,0.0021486896076206466,0.31097289018706614,0.08769143081613691,0.5436854496546032,AMPHIBIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.4246872320439414,0.13564001946419182,10.503443140687919,0,0.0024219968376396716,0.3105422946892157,0.086805465371834,0.5435717242203321,AMPHIBIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(high.age + 1),-0.03851477282857081,0.027971847660900374,-1.3769120043652874,0.16937648545908668,0.0024219968376396716,0.3105422946892157,0.086805465371834,0.5435717242203321,AMPHIBIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.2307211304434311,0.0924548124019309,13.311596210839618,0,0.09305992375552664,1e-6,NA,0.7348490716869512,AMPHIBIA,low,Temperate_grasslands_savannas_and_ shrublands,marginality
log(low.age + 1),0.12499801612755501,0.045751697835978974,2.732095682561905,0.008187286917433534,0.09305992375552664,1e-6,NA,0.7348490716869512,AMPHIBIA,low,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.2175629528299456,0.09898213035818862,12.300836003669815,0,0.08820760027964185,1e-6,NA,0.7424535021135018,AMPHIBIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
log(int.age + 1),0.13723976063887378,0.051524487800363616,2.6635832105817703,0.009838970762582333,0.08820760027964185,1e-6,NA,0.7424535021135018,AMPHIBIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.2033259860248933,0.10659961800685729,11.28827671734702,0,0.08288777711325042,1e-6,NA,0.7496896011154703,AMPHIBIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
log(high.age + 1),0.15259077077839045,0.058977885618234784,2.5872540051047954,0.012033128500412715,0.08288777711325042,1e-6,NA,0.7496896011154703,AMPHIBIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.1890647414223867,0.11279915454872667,10.54143310009241,0,-0.007268223763177275,1e-6,NA,0.44738800238520765,AMPHIBIA,low,Flooded_grasslands_and_savannas,marginality
log(low.age + 1),-0.013592052156451206,0.054609514562621794,-0.24889531183920222,0.803837596562035,-0.007268223763177275,1e-6,NA,0.44738800238520765,AMPHIBIA,low,Flooded_grasslands_and_savannas,marginality
(Intercept),1.1931079277291587,0.11813450690393162,10.099571742398757,0,-0.007171321612672049,1e-6,NA,0.44893466393124404,AMPHIBIA,int,Flooded_grasslands_and_savannas,marginality
log(int.age + 1),-0.01625441775541958,0.05960512443513843,-0.27270168310960313,0.7855185873827573,-0.007171321612672049,1e-6,NA,0.44893466393124404,AMPHIBIA,int,Flooded_grasslands_and_savannas,marginality
(Intercept),1.1992877263666015,0.125054749798496,9.590101361995808,0,-0.007010234133736537,1e-6,NA,0.4513431195364239,AMPHIBIA,high,Flooded_grasslands_and_savannas,marginality
log(high.age + 1),-0.02059053020020496,0.06679967504651245,-0.308242969533427,0.7583946388122023,-0.007010234133736537,1e-6,NA,0.4513431195364239,AMPHIBIA,high,Flooded_grasslands_and_savannas,marginality
